episode_hash,split,manifest_task,relative_path,span_index,start_idx,end_idx,duration_sec,text_normalized
696da11064a75ad017733b41,train,arranging_wood_pieces,full/human/mecka/6b/696da11064a75ad017733b41.zarr,12,2000,2079,2.633,"place utility knife on wooden surface, put wood shaving in gum in plastic container"
696da11064a75ad017733b41,train,arranging_wood_pieces,full/human/mecka/6b/696da11064a75ad017733b41.zarr,13,2079,2211,4.4,remove wood shaving from gum in container
696da11064a75ad017733b41,train,arranging_wood_pieces,full/human/mecka/6b/696da11064a75ad017733b41.zarr,14,2211,2360,4.967,place wood shaving on wooden surface
696da11064a75ad017733b41,train,arranging_wood_pieces,full/human/mecka/6b/696da11064a75ad017733b41.zarr,15,2360,2450,3.0,remove wood shaving on wooden surface
696da11064a75ad017733b41,train,arranging_wood_pieces,full/human/mecka/6b/696da11064a75ad017733b41.zarr,16,2450,2544,3.133,place wood shaving in gum in plastic container
696da11064a75ad017733b41,train,arranging_wood_pieces,full/human/mecka/6b/696da11064a75ad017733b41.zarr,17,2544,2730,6.2,"adjust utility knife on wooden surface, place wood shaving on wooden surface"
696da11064a75ad017733b41,train,arranging_wood_pieces,full/human/mecka/6b/696da11064a75ad017733b41.zarr,18,2730,2836,3.533,"press wooden piece, pick up wood shaving"
696da14ac8b3144c937f8c59,train,applying_veneer,full/human/mecka/e3/696da14ac8b3144c937f8c59.zarr,0,0,69,2.3,press strip into surface
696da14ac8b3144c937f8c59,train,applying_veneer,full/human/mecka/e3/696da14ac8b3144c937f8c59.zarr,1,69,290,7.367,"pull to cut strip, place strip aside"
696da14ac8b3144c937f8c59,train,applying_veneer,full/human/mecka/e3/696da14ac8b3144c937f8c59.zarr,2,290,620,11.0,"place strip into gap, press the strip on surface"
696da14ac8b3144c937f8c59,train,applying_veneer,full/human/mecka/e3/696da14ac8b3144c937f8c59.zarr,3,620,729,3.633,press surface
696da14ac8b3144c937f8c59,train,applying_veneer,full/human/mecka/e3/696da14ac8b3144c937f8c59.zarr,4,729,932,6.767,"lift strip, adjust blocks"
696da14ac8b3144c937f8c59,train,applying_veneer,full/human/mecka/e3/696da14ac8b3144c937f8c59.zarr,5,932,1020,2.933,adjust wooden strip
696da14ac8b3144c937f8c59,train,applying_veneer,full/human/mecka/e3/696da14ac8b3144c937f8c59.zarr,6,1020,1659,21.3,"place strip into gap, press strip, fill gap with block, remove block"
696da14ac8b3144c937f8c59,train,applying_veneer,full/human/mecka/e3/696da14ac8b3144c937f8c59.zarr,7,1659,1920,8.7,"pick up knife, cut strip"
696da14ac8b3144c937f8c59,train,applying_veneer,full/human/mecka/e3/696da14ac8b3144c937f8c59.zarr,8,1920,2199,9.3,"place into gap, press strip to cut"
696da14ac8b3144c937f8c59,train,applying_veneer,full/human/mecka/e3/696da14ac8b3144c937f8c59.zarr,9,2199,2630,14.367,"trim strip with knife, remove strip, adjust arrangment"
696da14ac8b3144c937f8c59,train,applying_veneer,full/human/mecka/e3/696da14ac8b3144c937f8c59.zarr,10,2630,2686,1.867,manipulate wooden strip
696da39bde1537c60354d9ff,train,packaging_incense_sticks,full/human/mecka/e2/696da39bde1537c60354d9ff.zarr,0,0,222,7.4,adjust incense
696da39bde1537c60354d9ff,train,packaging_incense_sticks,full/human/mecka/e2/696da39bde1537c60354d9ff.zarr,1,222,450,7.6,insert incense into plastic bag
696da39bde1537c60354d9ff,train,packaging_incense_sticks,full/human/mecka/e2/696da39bde1537c60354d9ff.zarr,2,450,584,4.467,smoothen plastic bag
696da39bde1537c60354d9ff,train,packaging_incense_sticks,full/human/mecka/e2/696da39bde1537c60354d9ff.zarr,3,584,1209,20.833,"pick up incense from basket, adjust incense"
696da39bde1537c60354d9ff,train,packaging_incense_sticks,full/human/mecka/e2/696da39bde1537c60354d9ff.zarr,4,1209,1446,7.9,insert incense into plastic bag
696da39bde1537c60354d9ff,train,packaging_incense_sticks,full/human/mecka/e2/696da39bde1537c60354d9ff.zarr,5,1446,1478,1.067,smoothen plastic bag
696da39bde1537c60354d9ff,train,packaging_incense_sticks,full/human/mecka/e2/696da39bde1537c60354d9ff.zarr,6,1478,2236,25.267,"pick up incense from basket, adjust incense"
696e3380dc2838e08b0cec7e,train,crafting_bows,full/human/mecka/a9/696e3380dc2838e08b0cec7e.zarr,0,0,2683,89.433,fold silver ribbon
696e72da103f142a3d3fab6e,train,carving_styrofoam,full/human/mecka/60/696e72da103f142a3d3fab6e.zarr,0,0,579,19.3,trim foam piece edge with knife
696e72da103f142a3d3fab6e,train,carving_styrofoam,full/human/mecka/60/696e72da103f142a3d3fab6e.zarr,1,579,890,10.367,"clean foam piece, trim foam piece edge, place foam piece on table"
696e72da103f142a3d3fab6e,train,carving_styrofoam,full/human/mecka/60/696e72da103f142a3d3fab6e.zarr,2,890,1539,21.633,pick up foam piece and trim edges
696e72da103f142a3d3fab6e,train,carving_styrofoam,full/human/mecka/60/696e72da103f142a3d3fab6e.zarr,3,1539,2619,36.0,carve engravings on body of foam with knife
696e72da103f142a3d3fab6e,train,carving_styrofoam,full/human/mecka/60/696e72da103f142a3d3fab6e.zarr,4,2619,2980,12.033,trim foam piece edges
696e86744a5fcb629b337c8d,train,cleaning_tableware,full/human/mecka/a8/696e86744a5fcb629b337c8d.zarr,0,0,669,22.3,"polish spoon bowl with cloth, rotate spoon, polish spoon bowl with cloth"
696e86744a5fcb629b337c8d,train,cleaning_tableware,full/human/mecka/a8/696e86744a5fcb629b337c8d.zarr,1,669,1040,12.367,"polish spoon bowl with cloth, rotate spoon, polish spoon bowl with cloth"
696e86744a5fcb629b337c8d,train,cleaning_tableware,full/human/mecka/a8/696e86744a5fcb629b337c8d.zarr,2,1040,1869,27.633,"polish spoon bowl with cloth, rotate spoon, polish spoon bowl with cloth"
696e86744a5fcb629b337c8d,train,cleaning_tableware,full/human/mecka/a8/696e86744a5fcb629b337c8d.zarr,3,1869,2683,27.133,"polish spoon bowl with cloth, rotate spoon, polish spoon bowl with cloth"
696eaebd0388683cf18b0ff3,train,packaging_buttons,full/human/mecka/5a/696eaebd0388683cf18b0ff3.zarr,0,0,114,3.8,place yellow ornaments in plastic bag
696eaebd0388683cf18b0ff3,train,packaging_buttons,full/human/mecka/5a/696eaebd0388683cf18b0ff3.zarr,1,114,289,5.833,"pick yellow ornaments in clear container, place yellow ornaments in plastic bag"
696eaebd0388683cf18b0ff3,train,packaging_buttons,full/human/mecka/5a/696eaebd0388683cf18b0ff3.zarr,2,289,542,8.433,"pick yellow ornaments in clear container, place yellow ornaments in plastic bag"
696eaebd0388683cf18b0ff3,train,packaging_buttons,full/human/mecka/5a/696eaebd0388683cf18b0ff3.zarr,3,542,711,5.633,"pick yellow ornaments in clear container, place yellow ornaments in plastic bag"
696eaebd0388683cf18b0ff3,train,packaging_buttons,full/human/mecka/5a/696eaebd0388683cf18b0ff3.zarr,4,711,1168,15.233,adjust ornaments in clear container
696eaebd0388683cf18b0ff3,train,packaging_buttons,full/human/mecka/5a/696eaebd0388683cf18b0ff3.zarr,5,1168,1613,14.833,"pick yellow ornaments in clear container, place yellow ornaments in plastic bag"
696eaebd0388683cf18b0ff3,train,packaging_buttons,full/human/mecka/5a/696eaebd0388683cf18b0ff3.zarr,6,1613,1734,4.033,"pick yellow ornaments in clear container, place yellow ornaments in plastic bag"
696eaebd0388683cf18b0ff3,train,packaging_buttons,full/human/mecka/5a/696eaebd0388683cf18b0ff3.zarr,7,1734,1807,2.433,adjust ornaments in clear container
696eaebd0388683cf18b0ff3,train,packaging_buttons,full/human/mecka/5a/696eaebd0388683cf18b0ff3.zarr,8,1807,2162,11.833,"pick yellow ornaments in clear container, place yellow ornaments in plastic bag"
696eaebd0388683cf18b0ff3,train,packaging_buttons,full/human/mecka/5a/696eaebd0388683cf18b0ff3.zarr,9,2162,2391,7.633,"pick yellow ornaments in clear container, place yellow ornaments in plastic bag"
696eaebd0388683cf18b0ff3,train,packaging_buttons,full/human/mecka/5a/696eaebd0388683cf18b0ff3.zarr,10,2391,2504,3.767,adjust ornaments in clear container
696eaebd0388683cf18b0ff3,train,packaging_buttons,full/human/mecka/5a/696eaebd0388683cf18b0ff3.zarr,11,2504,2659,5.167,"pick yellow ornaments in clear container, place yellow ornaments in plastic bag"
696eaebd0388683cf18b0ff3,train,packaging_buttons,full/human/mecka/5a/696eaebd0388683cf18b0ff3.zarr,12,2659,2683,0.8,adjust ornaments in clear container
696ec90f4a5fcb629b3380da,train,packaging,full/human/mecka/2f/696ec90f4a5fcb629b3380da.zarr,0,0,1499,49.967,stir chocolate in pot with spoon
696ec90f4a5fcb629b3380da,train,packaging,full/human/mecka/2f/696ec90f4a5fcb629b3380da.zarr,1,1499,2986,49.567,stir chocolate in pot with spoon
696f39f0e074cc7861dced43,train,decorating,full/human/mecka/a7/696f39f0e074cc7861dced43.zarr,0,0,1500,50.0,"hold gold foil, cut gold foil into thin strips with scissors"
696f39f0e074cc7861dced43,train,decorating,full/human/mecka/a7/696f39f0e074cc7861dced43.zarr,1,1500,3016,50.533,cut gold foil into thin strips with scissors
69716b313afa247001595a64,train,carving_wax,full/human/mecka/c3/69716b313afa247001595a64.zarr,0,0,1500,50.0,scrape white wax into pot using scraping tool
69716b313afa247001595a64,train,carving_wax,full/human/mecka/c3/69716b313afa247001595a64.zarr,1,1500,2986,49.533,scrape white wax into pot using scraping tool
69727b42d7ab7ec2aaae4623,train,bagging_seeds,full/human/mecka/5f/69727b42d7ab7ec2aaae4623.zarr,0,0,66,2.2,"pour seeds into plastic bag with plastic spoon, scoop seeds from white bowl with plastic spoon"
69727b42d7ab7ec2aaae4623,train,bagging_seeds,full/human/mecka/5f/69727b42d7ab7ec2aaae4623.zarr,1,66,273,6.9,"place plastic spoon on white bowl, press seams inside plastic bag, seal plastic bag with seeds"
69727b42d7ab7ec2aaae4623,train,bagging_seeds,full/human/mecka/5f/69727b42d7ab7ec2aaae4623.zarr,2,273,537,8.8,"place plastic bag with seeds in white tray, pick up plastic bag from pile, open plastic bag"
69727b42d7ab7ec2aaae4623,train,bagging_seeds,full/human/mecka/5f/69727b42d7ab7ec2aaae4623.zarr,3,537,846,10.3,"grab plastic spoon, scoop seeds from white bowl with plastic spoon, pour seeds into plastic bag with plastic spoon"
69727b42d7ab7ec2aaae4623,train,bagging_seeds,full/human/mecka/5f/69727b42d7ab7ec2aaae4623.zarr,4,846,1125,9.3,"place plastic spoon on white bowl, seal plastic bag with seeds, place plastic bag with seeds in white tray"
69727b42d7ab7ec2aaae4623,train,bagging_seeds,full/human/mecka/5f/69727b42d7ab7ec2aaae4623.zarr,5,1125,1296,5.7,"pick up plastic bag from pile, open plastic bag"
69727b42d7ab7ec2aaae4623,train,bagging_seeds,full/human/mecka/5f/69727b42d7ab7ec2aaae4623.zarr,6,1296,1452,5.2,"grab plastic spoon, scoop seeds from white bowl with plastic spoon, pour seeds into plastic bag with plastic spoon"
69727b42d7ab7ec2aaae4623,train,bagging_seeds,full/human/mecka/5f/69727b42d7ab7ec2aaae4623.zarr,7,1452,1723,9.033,"place plastic spoon on white bowl, seal plastic bag with seeds, place plastic bag with seeds in white tray"
69727b42d7ab7ec2aaae4623,train,bagging_seeds,full/human/mecka/5f/69727b42d7ab7ec2aaae4623.zarr,8,1723,1976,8.433,"pick up plastic bag from pile, open plastic bag"
69727b42d7ab7ec2aaae4623,train,bagging_seeds,full/human/mecka/5f/69727b42d7ab7ec2aaae4623.zarr,9,1976,2163,6.233,"grab plastic spoon, scoop seeds from white bowl with plastic spoon, pour seeds into plastic bag with plastic spoon"
69727b42d7ab7ec2aaae4623,train,bagging_seeds,full/human/mecka/5f/69727b42d7ab7ec2aaae4623.zarr,10,2163,2526,12.1,"place plastic spoon on white bowl, seal plastic bag with seeds, place plastic bag with seeds in white tray"
69727b42d7ab7ec2aaae4623,train,bagging_seeds,full/human/mecka/5f/69727b42d7ab7ec2aaae4623.zarr,11,2526,2697,5.7,"pick up plastic bag from pile, open plastic bag"
69727b42d7ab7ec2aaae4623,train,bagging_seeds,full/human/mecka/5f/69727b42d7ab7ec2aaae4623.zarr,12,2697,2838,4.7,"grab plastic spoon, scoop seeds from white bowl with plastic spoon, pour seeds into plastic bag with plastic spoon"
69727b42d7ab7ec2aaae4623,train,bagging_seeds,full/human/mecka/5f/69727b42d7ab7ec2aaae4623.zarr,13,2838,2938,3.333,"place plastic spoon on white bowl, adjust seeds inside plastic bag"
69727b42d7ab7ec2aaae4623,train,bagging_seeds,full/human/mecka/5f/69727b42d7ab7ec2aaae4623.zarr,14,2938,3015,2.567,"grab plastic spoon, scoop seeds from white bowl with plastic spoon, pour seeds into plastic bag with plastic spoon"
69727b42d7ab7ec2aaae4623,train,bagging_seeds,full/human/mecka/5f/69727b42d7ab7ec2aaae4623.zarr,15,3015,3283,8.933,"place plastic spoon on white bowl, seal plastic bag with seeds, place plastic bag with seeds in white tray"
6972bdb676d67db920c86a46,train,ironing_and_folding_clothes,full/human/mecka/b8/6972bdb676d67db920c86a46.zarr,0,0,660,22.0,iron t-shirt
6972bdb676d67db920c86a46,train,ironing_and_folding_clothes,full/human/mecka/b8/6972bdb676d67db920c86a46.zarr,1,660,780,4.0,"iron t-shirt, place iron on table"
6972bdb676d67db920c86a46,train,ironing_and_folding_clothes,full/human/mecka/b8/6972bdb676d67db920c86a46.zarr,2,780,1050,9.0,"flatten t-shirt, fold t-shirt"
6972bdb676d67db920c86a46,train,ironing_and_folding_clothes,full/human/mecka/b8/6972bdb676d67db920c86a46.zarr,3,1050,2340,43.0,"pick up iron, iron folded t-shirt"
6972bdb676d67db920c86a46,train,ironing_and_folding_clothes,full/human/mecka/b8/6972bdb676d67db920c86a46.zarr,4,2340,2760,14.0,"iron t-shirt, place iron on table"
6972bdb676d67db920c86a46,train,ironing_and_folding_clothes,full/human/mecka/b8/6972bdb676d67db920c86a46.zarr,5,2760,3583,27.433,"straighten t-shirt, fold t-shirt"
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,0,0,114,3.8,"adjust plastic bag, place plastic bag into basket"
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,1,114,150,1.2,press plastic bags
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,2,150,269,3.967,pick up plastic bag
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,3,269,522,8.433,"pick up black ball, place black ball into plastic bag"
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,4,522,672,5.0,"adjust plastic bag, place plastic bag into basket"
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,5,672,756,2.8,pick up plastic bag
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,6,756,936,6.0,"pick up black ball, place black ball into plastic bag"
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,7,936,1032,3.2,"place plastic bag into basket, press plastic bags"
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,8,1032,1104,2.4,pick up plastic bag
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,9,1104,1326,7.4,"pick up black ball, place black ball into plastic bag"
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,10,1326,1395,2.3,place plastic bag into basket
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,11,1395,1512,3.9,pick up plastic bag
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,12,1512,1739,7.567,"pick up black ball, place black ball into plastic bag"
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,13,1739,1842,3.433,place plastic bag into basket
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,14,1842,1926,2.8,pick up plastic bag
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,15,1926,2115,6.3,"pick up black ball, place black ball into plastic bag"
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,16,2115,2211,3.2,"place plastic bag into basket, press plastic bags"
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,17,2211,2310,3.3,pick up plastic bag
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,18,2310,2469,5.3,"pick up black ball, place black ball into plastic bag"
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,19,2469,2562,3.1,adjust plastic bag
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,20,2562,2685,4.1,"place plastic bag into basket, press plastic bags"
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,21,2685,2754,2.3,pick up plastic bag
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,22,2754,2958,6.8,"pick up black ball, place black ball into plastic bag"
6972c094969cdf4e87112d2a,train,packaging_parts,full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,23,2958,2986,0.933,place plastic bag into basket
69739f41026a2ba2357ee2b3,train,lint_rolling_clothes,full/human/mecka/e1/69739f41026a2ba2357ee2b3.zarr,0,0,1560,52.0,clean fabric
69739f41026a2ba2357ee2b3,train,lint_rolling_clothes,full/human/mecka/e1/69739f41026a2ba2357ee2b3.zarr,1,1560,3120,52.0,clean fabric
6976b5cb39510854b7622940,train,using_syringe_to_mix_perfume,full/human/mecka/3f/6976b5cb39510854b7622940.zarr,0,0,240,8.0,inject liquid into small bottle with syringe
6976b5cb39510854b7622940,train,using_syringe_to_mix_perfume,full/human/mecka/3f/6976b5cb39510854b7622940.zarr,1,240,629,12.967,draw liquid from bottle with syringe
6976b5cb39510854b7622940,train,using_syringe_to_mix_perfume,full/human/mecka/3f/6976b5cb39510854b7622940.zarr,2,629,3136,83.567,mix liquid in bottle with syringe
69b10497fecba246fce64c64,train,wiping_plates,full/human/mecka/69/69b10497fecba246fce64c64.zarr,0,0,1779,59.3,clean plate with cloth
69b10497fecba246fce64c64,train,wiping_plates,full/human/mecka/69/69b10497fecba246fce64c64.zarr,1,1779,3439,55.333,clean plate with cloth
69b1c81863f2e0a33670f8eb,train,gluing_bags,full/human/mecka/5c/69b1c81863f2e0a33670f8eb.zarr,0,0,35,1.167,fold paper flap
69b1c81863f2e0a33670f8eb,train,gluing_bags,full/human/mecka/5c/69b1c81863f2e0a33670f8eb.zarr,1,35,180,4.833,pick up brush for glue container
69b1c81863f2e0a33670f8eb,train,gluing_bags,full/human/mecka/5c/69b1c81863f2e0a33670f8eb.zarr,2,180,734,18.467,"apply glue to paper, place brush in glue container"
69b1c81863f2e0a33670f8eb,train,gluing_bags,full/human/mecka/5c/69b1c81863f2e0a33670f8eb.zarr,3,734,930,6.533,fold paper flap
69b1c81863f2e0a33670f8eb,train,gluing_bags,full/human/mecka/5c/69b1c81863f2e0a33670f8eb.zarr,4,930,1050,4.0,pick up brush from glue container
69b1c81863f2e0a33670f8eb,train,gluing_bags,full/human/mecka/5c/69b1c81863f2e0a33670f8eb.zarr,5,1050,1689,21.3,apply glue to paper
69b1c81863f2e0a33670f8eb,train,gluing_bags,full/human/mecka/5c/69b1c81863f2e0a33670f8eb.zarr,6,1689,1731,1.4,place brush in glue container
69b1c81863f2e0a33670f8eb,train,gluing_bags,full/human/mecka/5c/69b1c81863f2e0a33670f8eb.zarr,7,1731,1795,2.133,fold paper flap
69b1ca05f5e7396077b83a7a,train,assembling_connectors,full/human/mecka/48/69b1ca05f5e7396077b83a7a.zarr,0,0,30,1.0,adjust red cord
69b1ca05f5e7396077b83a7a,train,assembling_connectors,full/human/mecka/48/69b1ca05f5e7396077b83a7a.zarr,1,30,189,5.3,"pick up white plastic piece, attach white plastic piece to red cord"
69b1ca05f5e7396077b83a7a,train,assembling_connectors,full/human/mecka/48/69b1ca05f5e7396077b83a7a.zarr,2,189,228,1.3,adjust red cord
69b1ca05f5e7396077b83a7a,train,assembling_connectors,full/human/mecka/48/69b1ca05f5e7396077b83a7a.zarr,3,228,380,5.067,"pick up white plastic cod, attach white plastic piece to red cord"
69b1ca05f5e7396077b83a7a,train,assembling_connectors,full/human/mecka/48/69b1ca05f5e7396077b83a7a.zarr,4,380,411,1.033,adjust red cord
69b1ca05f5e7396077b83a7a,train,assembling_connectors,full/human/mecka/48/69b1ca05f5e7396077b83a7a.zarr,5,411,540,4.3,"pick up white plastic cod, attach white plastic piece to red cord"
69b1ca05f5e7396077b83a7a,train,assembling_connectors,full/human/mecka/48/69b1ca05f5e7396077b83a7a.zarr,6,540,570,1.0,adjust red cord
69b1ca05f5e7396077b83a7a,train,assembling_connectors,full/human/mecka/48/69b1ca05f5e7396077b83a7a.zarr,7,570,680,3.667,"pick up white plastic cod, attach white plastic piece to red cord"
69b1ca05f5e7396077b83a7a,train,assembling_connectors,full/human/mecka/48/69b1ca05f5e7396077b83a7a.zarr,8,680,738,1.933,adjust red cord
69b1ca05f5e7396077b83a7a,train,assembling_connectors,full/human/mecka/48/69b1ca05f5e7396077b83a7a.zarr,9,738,870,4.4,"pick up white plastic cod, attach white plastic piece to red cord"
69b1ca05f5e7396077b83a7a,train,assembling_connectors,full/human/mecka/48/69b1ca05f5e7396077b83a7a.zarr,10,870,968,3.267,adjust red cord
69b1ca05f5e7396077b83a7a,train,assembling_connectors,full/human/mecka/48/69b1ca05f5e7396077b83a7a.zarr,11,968,1148,6.0,"pick up white plastic cod, attach white plastic piece to red cord"
69b1ca05f5e7396077b83a7a,train,assembling_connectors,full/human/mecka/48/69b1ca05f5e7396077b83a7a.zarr,12,1148,1185,1.233,adjust red cord
69b1ca05f5e7396077b83a7a,train,assembling_connectors,full/human/mecka/48/69b1ca05f5e7396077b83a7a.zarr,13,1185,1419,7.8,"pick up white plastic cod, attach white plastic piece to red cord"
69b1ca05f5e7396077b83a7a,train,assembling_connectors,full/human/mecka/48/69b1ca05f5e7396077b83a7a.zarr,14,1419,1458,1.3,adjust red cord
69b1ca05f5e7396077b83a7a,train,assembling_connectors,full/human/mecka/48/69b1ca05f5e7396077b83a7a.zarr,15,1458,1640,6.067,"pick up white plastic cod, attach white plastic piece to red cord"
69b1ca05f5e7396077b83a7a,train,assembling_connectors,full/human/mecka/48/69b1ca05f5e7396077b83a7a.zarr,16,1640,1710,2.333,adjust red cord
69b1ca05f5e7396077b83a7a,train,assembling_connectors,full/human/mecka/48/69b1ca05f5e7396077b83a7a.zarr,17,1710,1799,2.967,"pick up white plastic cod, attach white plastic piece to red cord"
69b1cc1a7bbf15d61c802fe9,train,packaging_cutlery,full/human/mecka/83/69b1cc1a7bbf15d61c802fe9.zarr,0,0,33,1.1,"hold plastic sleeve, push cutlery on table"
69b1cc1a7bbf15d61c802fe9,train,packaging_cutlery,full/human/mecka/83/69b1cc1a7bbf15d61c802fe9.zarr,1,33,210,5.9,"pick up spoon, insert spoon into plastic sleeve"
69b1cc1a7bbf15d61c802fe9,train,packaging_cutlery,full/human/mecka/83/69b1cc1a7bbf15d61c802fe9.zarr,2,210,330,4.0,"pick up fork, insert fork into plastic sleeve"
69b1cc1a7bbf15d61c802fe9,train,packaging_cutlery,full/human/mecka/83/69b1cc1a7bbf15d61c802fe9.zarr,3,330,450,4.0,"pick up chopstick, insert chopstick into plastic sleeve"
69b1cc1a7bbf15d61c802fe9,train,packaging_cutlery,full/human/mecka/83/69b1cc1a7bbf15d61c802fe9.zarr,4,450,531,2.7,hold plastic sleeve
69b1cc1a7bbf15d61c802fe9,train,packaging_cutlery,full/human/mecka/83/69b1cc1a7bbf15d61c802fe9.zarr,5,531,666,4.5,fetch chopstick from plastic container
69b1cc1a7bbf15d61c802fe9,train,packaging_cutlery,full/human/mecka/83/69b1cc1a7bbf15d61c802fe9.zarr,7,708,930,7.4,insert chopstick into plastic sleeve
69b1cc1a7bbf15d61c802fe9,train,packaging_cutlery,full/human/mecka/83/69b1cc1a7bbf15d61c802fe9.zarr,8,930,1293,12.1,adjust plastic sleeve
69b1cc1a7bbf15d61c802fe9,train,packaging_cutlery,full/human/mecka/83/69b1cc1a7bbf15d61c802fe9.zarr,9,1293,1502,6.967,seal plastic sleeve
69b1cc1a7bbf15d61c802fe9,train,packaging_cutlery,full/human/mecka/83/69b1cc1a7bbf15d61c802fe9.zarr,10,1502,1539,1.233,place sealed plastic sleeve on table
69b1cc1a7bbf15d61c802fe9,train,packaging_cutlery,full/human/mecka/83/69b1cc1a7bbf15d61c802fe9.zarr,11,1539,1698,5.3,"pick up plastic sleeve from red container, return plastic sleeve to red container"
69b1cc1a7bbf15d61c802fe9,train,packaging_cutlery,full/human/mecka/83/69b1cc1a7bbf15d61c802fe9.zarr,12,1698,1795,3.233,"pick up plastic sleeve from red container, touch red pot"
69b1cc852e36136371f32383,train,wrapping_tubes,full/human/mecka/24/69b1cc852e36136371f32383.zarr,0,0,219,7.3,adjust silver stick
69b1cc852e36136371f32383,train,wrapping_tubes,full/human/mecka/24/69b1cc852e36136371f32383.zarr,1,219,390,5.7,align silver stick on blue paper
69b1cc852e36136371f32383,train,wrapping_tubes,full/human/mecka/24/69b1cc852e36136371f32383.zarr,2,390,900,17.0,roll blue paper around silver stick
69b1cc852e36136371f32383,train,wrapping_tubes,full/human/mecka/24/69b1cc852e36136371f32383.zarr,3,900,1299,13.3,pinch blue paper to mark length
69b1cc852e36136371f32383,train,wrapping_tubes,full/human/mecka/24/69b1cc852e36136371f32383.zarr,4,1299,1370,2.367,pick up scissors
69b1cc852e36136371f32383,train,wrapping_tubes,full/human/mecka/24/69b1cc852e36136371f32383.zarr,5,1370,1470,3.333,cut blue paper with scissors
69b1cc852e36136371f32383,train,wrapping_tubes,full/human/mecka/24/69b1cc852e36136371f32383.zarr,6,1470,1560,3.0,place scissors on table
69b1cc852e36136371f32383,train,wrapping_tubes,full/human/mecka/24/69b1cc852e36136371f32383.zarr,7,1560,1798,7.933,unroll blue paper and remove silver stick
69b1fe72c70619d18bc1649c,train,assembling_electronics,full/human/mecka/fc/69b1fe72c70619d18bc1649c.zarr,0,0,150,5.0,adjust black wire
69b1fe72c70619d18bc1649c,train,assembling_electronics,full/human/mecka/fc/69b1fe72c70619d18bc1649c.zarr,1,150,780,21.0,route white wire
69b1fe72c70619d18bc1649c,train,assembling_electronics,full/human/mecka/fc/69b1fe72c70619d18bc1649c.zarr,2,780,1059,9.3,position wires at hinge
69b1fe72c70619d18bc1649c,train,assembling_electronics,full/human/mecka/fc/69b1fe72c70619d18bc1649c.zarr,3,1059,1380,10.7,press wires into channel
69b1fe72c70619d18bc1649c,train,assembling_electronics,full/human/mecka/fc/69b1fe72c70619d18bc1649c.zarr,4,1380,1620,8.0,adjust wires at hinge
69b1fe72c70619d18bc1649c,train,assembling_electronics,full/human/mecka/fc/69b1fe72c70619d18bc1649c.zarr,5,1620,1919,9.967,secure wires with tool
69b2031961f41e36320e7752,train,cleaning_bolts,full/human/mecka/0f/69b2031961f41e36320e7752.zarr,0,0,974,32.467,clean bolt with cloth
